credit,sex,education,marital_status,age,bill_sep05,bill_aug05,bill_jul05,bill_jun05,bill_may05,bill_apr05,paid_sep05,paid_aug05,paid_jul05,paid_jun05,paid_may05,paid_apr05,default
50000,female,undergraduate,married,39,43724,45017,46106,28381,29546,29573,2000,2000,2000,2000,1000,1000,0
200000,male,gradaute,single,28,6905,8674,6449,14392,14792,8016,4628,6454,14392,600,164,0,0
200000,male,gradaute,married,49,0,492,0,489,320,732,492,0,489,320,732,5335,0
430000,female,gradaute,married,38,-469,215,-101,-1217,-2333,2351,1000,0,0,0,5000,12000,0
290000,female,gradaute,married,39,1358,2586,11101,21101,2833,4820,2613,11101,10000,2839,4826,1352,0
50000,male,gradaute,married,32,25411,26989,28245,29176,28696,29321,2000,2000,1500,1000,913,1800,1
20000,female,diploma,single,53,4400,-220,-220,-610,390,0,0,0,0,1390,0,780,0
50000,female,undergraduate,married,24,46437,40703,20215,21116,20036,18952,1912,1370,1271,664,658,638,0
50000,male,gradaute,married,33,12632,13131,14817,13725,13147,5932,1000,2000,7000,5000,5932,25497,0
10000,male,gradaute,single,23,780,390,390,0,780,0,0,390,0,780,0,0,1
20000,male,undergraduate,single,24,4091,5316,6467,7500,7497,8170,1300,1400,1300,270,795,0,0
50000,male,undergraduate,single,49,47864,99572,50396,9430,9638,9801,3473,2294,328,350,323,312,0
50000,male,undergraduate,other,53,49170,49446,36445,24788,24967,28652,2009,2500,1000,1500,28939,1200,0
160000,female,gradaute,single,25,6087,1934,11376,2199,10856,0,1000,11426,2199,10000,0,9867,0
500000,male,gradaute,married,57,4560,600,0,51697,37511,1685,600,0,51697,37511,1685,414,0
160000,female,undergraduate,single,23,116212,88542,68311,48875,37261,4267,0,2483,900,20000,4267,24659,1
100000,male,undergraduate,single,37,24927,27689,26960,29504,30020,29995,3185,0,3000,1300,600,2000,1
210000,female,gradaute,single,29,18662,6220,199,0,10024,-18,6224,199,200,10024,0,0,0
100000,female,gradaute,single,28,20068,21226,22573,23596,24068,24679,1800,2000,1400,863,1000,2000,0
100000,male,gradaute,married,25,91842,40308,41800,0,0,0,1809,2301,0,0,0,0,0
20000,male,undergraduate,married,45,0,0,0,0,0,0,0,0,0,0,0,19409,0
180000,female,gradaute,single,28,158245,161695,163620,165604,169075,172401,7400,6000,6100,6200,6200,6300,0
320000,female,undergraduate,single,27,180137,192621,178390,180346,178832,182860,17100,0,8000,7000,7000,6000,0
100000,female,diploma,married,41,102250,97551,101882,98311,97546,101281,0,8900,0,3500,7570,0,1
360000,female,gradaute,married,40,108399,105167,115468,112157,114690,117845,0,12000,0,5900,5000,4500,1
200000,female,undergraduate,single,34,30833,34322,36725,36749,40138,42459,4000,3000,3000,4000,3000,3000,0
200000,male,undergraduate,married,40,63182,44876,38764,37618,35737,40710,1765,10007,2019,5027,15031,7088,0
240000,female,gradaute,single,38,167856,172145,178840,186168,166745,165582,7000,10000,10000,10000,5000,10000,0
230000,female,undergraduate,single,30,3948,5899,4080,1935,1656,2351,5899,4080,0,1656,2351,3312,1
30000,female,undergraduate,single,25,5293,8107,7738,10179,11902,13109,3000,0,3000,2000,1500,1000,0
220000,male,gradaute,married,33,171182,175334,179024,183050,207481,204082,7000,6500,7000,27640,0,16000,0
360000,male,gradaute,single,32,8140,0,20470,10357,8540,0,0,20470,207,0,0,3185,0
360000,male,undergraduate,married,26,0,2500,0,0,0,0,2500,0,0,0,0,0,0
50000,female,gradaute,single,38,46179,38055,28857,27495,26344,24879,1881,1683,1064,900,862,1000,0
80000,female,gradaute,single,27,42414,43770,44455,47825,48220,48884,2039,1724,4094,2300,1600,0,0
310000,male,undergraduate,married,41,324628,305869,312567,291153,159545,97438,12000,12124,10300,8168,5500,3081,0
80000,male,diploma,single,27,10100,59714,62163,62756,61149,62464,50000,4000,2200,0,2300,5108,0
110000,female,undergraduate,married,41,182235,185646,168171,129227,49830,50287,6071,5070,3362,1755,2000,2000,0
110000,female,gradaute,single,35,32691,36344,36055,36163,37028,38250,4500,600,1000,1600,2000,2000,0
50000,male,undergraduate,single,43,47669,48102,45718,44142,40981,43634,2000,1731,1955,1454,3300,0,0
80000,female,undergraduate,married,43,398,379,298,-300,-300,-300,381,607,0,0,0,598,1
80000,female,undergraduate,married,36,4233,14233,15854,10000,10000,10000,14233,15854,10000,10000,10000,10000,0
210000,female,undergraduate,married,34,149092,153941,157358,3561,34600,32581,7000,7600,1019,36500,3000,3000,0
20000,male,undergraduate,single,26,17077,17504,16940,19621,18646,19022,1000,0,3300,0,1200,700,0
10000,male,undergraduate,single,28,619,619,8642,9151,8023,5475,0,8642,800,107,200,0,1
300000,male,gradaute,married,33,250,1280,0,320,0,0,1280,0,320,0,0,0,0
30000,male,undergraduate,married,38,17085,19702,22978,23078,24994,25330,5000,5200,3078,5000,3000,5000,0
500000,female,undergraduate,married,41,2503,613,2339,4333,1285,1969,1043,4401,3150,0,1000,498,0
60000,male,undergraduate,single,28,60721,61452,59797,30372,45283,24588,4000,1353,27826,1300,1903,3000,1
30000,female,gradaute,married,33,27729,28138,28285,28463,29303,29766,1500,1500,1500,1300,1100,1032,0
210000,female,gradaute,single,25,100,0,0,5933,8698,11572,0,0,5933,3000,3000,7444,0
350000,female,gradaute,married,56,8451,36099,5117,6714,18801,13604,36108,5136,6735,18801,13604,7326,0
60000,female,gradaute,married,28,46233,47263,48696,50385,52045,52661,2100,2500,2500,2500,1600,1500,0
110000,male,undergraduate,married,40,31042,33971,33143,34157,34950,36175,3454,0,1568,1361,1900,0,0
80000,male,gradaute,married,44,1049,0,152,9587,692,706,0,152,9587,6,706,697,0
360000,female,gradaute,single,29,357,3050,9118,19183,36842,10621,3050,9118,11000,30000,428,3166,1
50000,female,gradaute,single,28,19930,19316,20347,21354,21630,23123,0,1646,1653,929,2000,0,1
10000,male,undergraduate,single,23,5324,6509,7313,6469,6988,7489,1279,1083,500,1000,1000,142,0
360000,male,gradaute,single,32,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,female,diploma,married,38,13655,8351,2340,2340,11435,189,8351,2340,2340,11435,189,5391,0
50000,male,undergraduate,married,45,50297,49944,48030,32097,31450,29695,1939,1547,1464,1078,1225,1500,0
60000,male,undergraduate,married,46,59748,60684,59532,30193,27726,26520,2500,2108,1008,1160,2000,4000,1
50000,female,diploma,single,22,18108,18512,19468,16989,17326,17748,1400,1300,2800,619,700,1000,0
260000,female,undergraduate,married,36,7258,7935,4979,3976,6623,24426,2037,4979,1019,6623,18119,1382,0
300000,female,undergraduate,married,49,300,97,6497,5897,6005,0,97,6500,0,408,0,30000,0
180000,male,gradaute,single,33,37711,40102,78400,3000,0,0,3000,40129,3000,0,0,0,0
20000,male,undergraduate,single,23,16440,20417,18333,18848,30190,19664,7403,0,820,1025,1113,104,0
230000,female,undergraduate,single,23,1090,490,0,878,0,0,0,0,878,0,0,0,1
50000,male,undergraduate,single,25,26798,27274,27529,28280,27691,28278,1200,1000,1500,0,1200,1200,1
250000,male,diploma,married,50,254893,258013,263493,268861,274444,290235,9316,9637,9765,10021,20300,10023,0
220000,female,gradaute,married,43,1090,1257,1090,1090,1090,0,167,0,0,0,0,0,1
70000,female,diploma,married,34,76023,73213,68034,68602,30252,47363,0,3000,3000,1508,20000,2500,0
500000,female,gradaute,married,44,2128,635,13258,4562,893,2030,635,13337,4562,893,2030,0,0
80000,female,gradaute,single,24,47952,45713,46752,46375,46893,47872,1732,1771,1714,1632,1687,1749,0
420000,male,gradaute,single,42,155814,155282,116385,106961,92331,89566,5397,5678,3577,3023,3026,3012,0
180000,female,undergraduate,single,37,491,0,0,0,0,0,0,0,0,0,0,3738,0
130000,male,gradaute,single,30,4536,5616,6455,6791,6991,0,1161,1000,336,200,0,0,0
20000,female,undergraduate,single,53,8847,10202,11227,11145,11381,12191,1500,1500,400,416,1002,0,0
50000,female,diploma,married,35,48829,49789,19726,20074,20121,17021,2046,3000,1500,1000,1600,1500,0
360000,female,undergraduate,single,33,8552,1118,1227,1541,1389,390,1118,1227,1541,1389,390,390,0
50000,female,undergraduate,single,24,48600,47819,48527,39147,38314,37758,2200,1889,1510,1400,1700,2000,1
100000,female,gradaute,single,35,99031,90779,84891,76232,77833,74885,3300,4300,3000,2626,2913,2600,0
30000,female,diploma,married,22,0,0,0,0,0,0,0,0,0,0,0,0,0
350000,female,gradaute,single,48,0,7900,7620,790,0,0,7900,0,790,0,0,1948,0
220000,female,undergraduate,single,26,57222,160712,210445,74138,1808,95818,107789,54539,1483,1808,94020,2581,0
450000,female,gradaute,single,31,0,0,0,0,0,0,0,0,0,0,0,0,0
310000,female,undergraduate,single,28,106468,108955,112374,54762,58189,57170,8000,6000,5000,5000,4000,5000,0
80000,male,undergraduate,single,33,24928,24229,25832,27394,29922,31879,0,2000,2000,3000,2600,0,1
210000,male,gradaute,married,39,840,1665,610,0,0,0,1665,610,0,0,0,3514,0
490000,female,undergraduate,married,52,2779,22595,755,7000,0,4341,22595,762,7000,0,4341,1061,0
170000,female,undergraduate,married,33,4018,6302,6844,1467,4797,2659,6330,6844,1467,9594,2659,7076,0
70000,female,undergraduate,single,25,46526,47820,48750,49936,51102,52276,2070,2000,2000,2000,2000,2100,1
50000,male,gradaute,single,34,22746,22099,24121,23437,25101,24549,0,2700,0,2200,0,1030,0
280000,male,undergraduate,single,33,265120,238661,223383,162196,165129,168295,9104,9401,6001,6001,6201,6201,0
440000,female,diploma,single,36,7887,2516,5252,13192,29029,27812,2516,5252,13192,20000,1179,623,0
80000,male,undergraduate,single,32,81115,77649,40630,23697,6557,32763,5000,1200,0,5000,37000,3000,0
60000,male,undergraduate,single,33,56221,58271,58446,53368,-632,15368,3000,3000,3000,0,16000,1000,0
240000,male,gradaute,married,36,229,-167,-563,254,-142,344,0,0,1213,0,1032,0,0
20000,female,undergraduate,single,48,14218,15247,16986,16418,16615,16944,1562,2301,0,610,604,779,1
30000,female,undergraduate,married,43,27862,29106,29784,29884,27833,29459,2000,1500,2000,0,3000,0,0
160000,female,diploma,married,28,38660,38942,39787,40069,37647,38268,2500,1877,2000,3000,1400,5000,0
130000,male,undergraduate,single,33,130565,131878,115173,108310,112083,81362,5012,0,4000,5000,4000,2106,0
200000,female,gradaute,married,37,0,0,0,0,0,0,0,0,0,0,0,0,0
490000,male,gradaute,married,29,115,109,1375,230,115,113,109,1381,230,0,113,0,1
140000,female,undergraduate,married,36,59379,63007,61459,59798,61287,8383,5200,0,0,3009,1000,94000,0
100000,female,diploma,married,41,77208,75377,77044,78333,78130,77761,0,3475,3263,2805,2888,2680,0
50000,female,undergraduate,single,24,594,0,0,51400,11330,12144,0,0,51400,11330,1000,1000,0
50000,female,other,single,48,47937,33816,60320,36249,780,0,2000,2000,3293,0,0,0,0
60000,male,undergraduate,married,30,46138,44832,47830,48458,47176,47461,0,4000,2000,0,2000,1700,1
80000,male,undergraduate,single,29,10278,5991,4457,75743,76343,76567,1085,1000,75743,2667,3395,1772,0
70000,male,diploma,married,46,29258,31137,32855,33316,34137,33439,2352,2531,1300,1500,0,1400,1
30000,female,undergraduate,single,22,27444,29000,29886,28392,22612,22750,2000,1800,0,1000,1000,0,1
410000,male,gradaute,single,33,4111,874,25014,26184,21515,15656,897,26880,15083,12049,4077,5541,0
230000,female,undergraduate,married,30,6294,1935,-74,926,426,926,1945,0,1500,0,1000,0,0
70000,female,gradaute,single,23,-22,-11,5173,6345,7083,8961,0,69900,1262,1000,2000,1000,0
20000,male,undergraduate,single,24,17172,18179,19061,20182,19982,19482,1597,1479,1600,400,0,298,0
220000,male,gradaute,single,28,150544,155328,156136,158416,161212,156790,12000,6000,6000,6000,6000,12000,0
240000,male,diploma,single,36,135053,141213,116710,93057,55419,59336,10000,10000,10000,5000,5000,5000,0
70000,female,undergraduate,married,24,8193,7569,8127,8838,8736,10753,1122,2127,2000,1736,2753,2177,0
120000,male,diploma,married,38,77468,78642,79757,80853,82715,84805,3000,3000,3000,3300,3600,2700,1
130000,male,gradaute,married,29,71051,67664,66258,62697,48210,46255,3000,3000,6000,2000,2000,2000,0
50000,male,undergraduate,single,32,46281,27311,41032,29626,26328,28475,1658,29000,1027,1300,2600,1280,0
20000,male,undergraduate,single,50,1956,16568,15586,12800,0,0,16573,1551,5060,0,0,0,0
390000,male,gradaute,married,34,91701,68587,101211,96725,125810,182122,60081,84908,121081,80000,85000,8000,0
360000,male,gradaute,single,40,0,0,0,0,0,0,0,0,0,0,0,0,0
480000,female,undergraduate,single,38,5619,7600,123988,177054,273429,293157,7600,123988,60000,100000,24250,12735,0
50000,female,diploma,married,27,27358,28422,28858,29289,28685,30847,1800,1200,1200,0,2800,1200,0
110000,female,undergraduate,married,46,2410,2151,2161,1719,107591,107940,2151,2161,1719,107591,5000,3500,0
30000,male,gradaute,single,25,581,1312,731,7300,6071,7849,1312,0,7300,6071,8000,16000,1
240000,female,gradaute,single,31,31759,40286,9015,10476,20237,2011,10000,9015,2000,10000,2512,67826,0
280000,male,undergraduate,single,35,117,1368,14027,-2,475,5038,1375,14111,0,477,5063,415,0
20000,male,gradaute,single,24,3302,0,679,679,5679,7570,0,679,0,5000,2000,0,0
260000,female,gradaute,single,51,12261,21670,9966,8517,22287,13668,21818,9966,8583,22301,0,3640,0
50000,female,undergraduate,single,23,48537,30271,26283,26547,27119,27697,2000,2000,1000,1000,1028,1000,1
200000,female,undergraduate,married,34,7271,9133,10972,12757,13069,13334,2000,2000,2003,1008,2029,1000,0
310000,male,gradaute,single,37,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,female,diploma,married,44,45858,46315,47435,48290,49257,49345,2000,1865,1720,1687,1732,2007,0
400000,male,undergraduate,married,40,405366,397754,389903,384981,381863,359314,0,0,0,106,2281,42617,1
50000,female,undergraduate,single,31,30619,31634,32317,32787,33416,34116,1800,1500,1300,1300,1400,1500,1
100000,female,diploma,married,50,47895,48889,50099,52259,53389,55519,1790,2000,3000,2000,3000,2041,0
50000,male,diploma,married,39,26979,21029,18765,19145,19229,19026,1328,1298,678,687,691,700,0
20000,female,diploma,single,39,15969,16685,19008,18710,20235,19483,1285,2608,310,1835,707,873,1
400000,female,gradaute,single,32,46782,48075,48815,49831,50821,51884,2036,1776,1792,1782,1844,1856,0
70000,female,gradaute,single,24,110176,56378,57572,58130,59289,61331,2700,2700,2110,2125,3000,2300,0
150000,female,gradaute,married,51,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,male,gradaute,married,32,106552,110787,112900,0,0,0,6000,5500,0,0,0,0,0
300000,male,gradaute,single,32,10566,11293,12000,3458,56338,56735,1200,1200,9427,55000,2000,2000,0
310000,male,undergraduate,single,29,400,400,400,400,20334,19050,0,0,0,20334,0,21573,0
120000,male,undergraduate,married,51,115771,118818,119395,108802,99988,84253,5829,5900,4100,7100,0,17400,1
110000,female,gradaute,single,32,58679,56871,56279,24271,52040,25453,1210,2056,1200,2300,0,1000,1
90000,female,gradaute,single,27,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,male,diploma,married,39,175808,179399,183039,185541,187984,191837,8000,8000,7000,7000,7000,0,1
240000,male,gradaute,single,34,18825,12675,2880,13267,10036,24731,12880,0,13267,2000,15000,0,0
160000,female,undergraduate,married,32,18400,18699,26919,29801,40433,51329,10000,10018,15021,15000,20000,20000,0
80000,male,undergraduate,single,25,8852,1946,1473,48029,47525,47181,1000,1000,48029,2000,2000,2000,1
20000,male,undergraduate,married,33,17999,19090,19472,18629,12683,0,1700,3243,1200,254,0,0,1
160000,female,gradaute,married,28,4529,4269,1170,780,780,0,0,0,0,0,0,0,1
200000,female,undergraduate,single,46,430,430,430,5241,430,59415,430,430,5241,439,59415,1999,0
360000,female,gradaute,single,54,4463,3270,0,0,621,0,3270,0,0,621,0,0,0
20000,female,undergraduate,single,21,19382,20040,17850,13560,11748,10632,1318,1499,1099,333,2000,2000,0
300000,male,undergraduate,single,28,293498,299066,295173,286885,287816,294383,13007,11067,10026,10500,11080,10500,0
240000,female,undergraduate,married,50,664,1086,7041,12208,790,2009,1086,7041,12208,1109,2009,1077,0
30000,female,diploma,single,51,14417,17261,20543,18180,7200,18183,9000,5000,8180,2200,18183,8975,0
100000,male,diploma,single,35,67646,69237,70638,71680,72705,74195,3300,3100,2800,2800,2800,2800,1
60000,female,gradaute,single,28,0,0,0,619,39224,34881,0,0,619,39224,1500,1500,0
380000,male,undergraduate,married,40,31526,51255,63052,0,1184,21852,21255,13052,0,1184,21852,40534,0
80000,male,undergraduate,married,43,78726,78837,76792,61435,26516,27215,3000,3000,3000,1500,1500,1500,0
300000,male,gradaute,single,34,2915,1813,3397,4024,5363,3572,1813,3555,4024,5363,0,500,0
70000,male,diploma,single,53,9928,11259,12262,17046,17618,18321,1497,1500,5000,1000,1000,1000,0
230000,female,gradaute,single,39,4612,2906,23777,78287,8986,11666,2906,23820,78287,35890,11000,10180,0
70000,female,undergraduate,single,24,27431,27163,18987,20170,15900,0,5006,1400,2013,370,0,0,0
530000,male,undergraduate,married,54,-30,-420,390,390,166210,129716,0,1200,390,166210,6000,3000,0
80000,female,undergraduate,single,45,2574,390,3889,780,390,390,390,3889,780,0,390,390,0
50000,female,undergraduate,married,54,50566,49717,49661,49581,49550,48871,2102,2013,1747,2012,2000,5900,0
180000,female,diploma,married,64,120070,123963,125022,129079,130109,133714,5876,4525,6123,4644,5688,5699,0
80000,female,undergraduate,single,32,11572,14038,14207,14643,14856,15160,2670,700,672,600,550,570,1
50000,female,gradaute,single,61,60458,54438,53605,0,0,0,0,1100,0,0,0,0,1
200000,female,undergraduate,married,40,39929,32910,17965,9846,13621,10466,33000,18000,9900,13650,10500,9900,0
160000,female,gradaute,single,42,4980,0,0,0,0,0,0,0,0,0,0,0,0
300000,female,diploma,single,44,0,0,0,0,0,0,0,0,0,0,0,0,1
260000,female,undergraduate,married,53,222134,223345,225258,189500,182771,188876,10020,10007,10017,10003,10007,10036,0
350000,female,undergraduate,married,34,23589,22585,23263,23755,23900,25016,0,1700,1500,1000,2000,1500,0
50000,male,undergraduate,single,26,1530,750,1140,1530,750,1140,750,1140,1530,750,1140,1530,0
70000,male,diploma,married,53,712,712,862,862,862,862,712,862,712,712,712,712,0
90000,female,gradaute,single,31,63872,66983,63070,1184,4154,3502,5003,0,1000,4000,3502,1400,0
200000,female,gradaute,married,25,776,0,0,151,0,0,0,0,151,0,0,0,0
50000,male,undergraduate,single,25,1170,780,0,0,0,0,0,0,0,0,0,0,1
290000,female,undergraduate,married,51,6859,11210,2436,266,0,3412,11210,2436,266,0,3412,0,0
390000,female,gradaute,single,27,386301,392458,290201,295606,300709,305904,17000,11000,11000,10656,11000,12000,0
50000,female,diploma,single,22,11867,12588,13089,13731,13891,1769,1309,1200,1232,891,4435,1836,0
340000,female,gradaute,single,26,58363,106270,159464,155685,137838,6556,56270,59503,3330,40,6556,16390,0
120000,female,undergraduate,single,25,0,0,0,0,-10810,-15296,0,0,0,0,0,85929,1
140000,female,undergraduate,married,40,102502,101164,99579,99004,88485,85218,5000,5000,5000,3000,3000,4000,0
50000,male,undergraduate,single,26,41375,35398,27906,23043,19167,19478,1515,1424,1315,1000,1000,1000,0
390000,female,gradaute,single,30,60819,61300,59328,57852,55903,53516,5000,2506,3000,2500,2000,2000,0
30000,female,diploma,married,46,29003,28544,27177,28630,25087,25342,1500,2000,2390,1000,1000,2000,0
140000,male,gradaute,married,45,64393,65271,66606,64940,73677,75316,2500,3000,0,10000,3000,0,1
260000,male,gradaute,single,49,316,316,4866,316,316,4843,316,4866,316,316,4843,316,0
60000,male,undergraduate,married,35,22226,18597,13801,8038,7340,-153,1292,2245,161,7340,0,20341,0
230000,female,undergraduate,single,28,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,male,undergraduate,single,33,53282,50936,49911,19817,20492,20365,3000,2300,715,1000,878,1000,1
290000,male,diploma,single,41,293281,268030,157691,158720,144085,143663,7948,22429,5530,4442,5887,5890,0
30000,male,undergraduate,single,29,32875,32101,31071,30136,28496,29675,0,0,0,0,1642,0,1
260000,male,undergraduate,single,32,60587,-83,-83,458,-7941,156600,0,0,541,4538,166000,6000,0
480000,female,undergraduate,single,34,489305,479927,471639,375196,285319,209218,18231,20010,13013,11209,9010,162510,1
180000,female,undergraduate,other,52,0,0,145,0,0,0,0,145,0,0,0,0,0
400000,female,diploma,married,37,76917,79075,81864,83747,85487,88315,4000,4000,3000,3000,4000,4000,0
50000,male,gradaute,single,26,38160,40213,41167,41890,42605,41792,3000,1900,1700,1700,0,2500,1
200000,female,gradaute,single,46,2263,3441,2124,6041,2975,3441,3448,2124,6063,2975,3441,1841,0
110000,female,gradaute,single,31,14268,2491,0,0,0,0,2491,0,0,0,0,0,0
90000,female,gradaute,married,37,1243,0,2366,-1438,-1438,66129,0,2366,1068,0,67567,2500,0
20000,female,undergraduate,single,22,5613,5377,6920,6911,6655,7191,0,1638,251,0,647,0,1
170000,male,gradaute,single,39,171160,187853,171095,137986,141319,139463,13000,6154,15000,6000,7000,5000,0
20000,female,gradaute,single,49,16715,16719,34196,18760,19132,19533,1271,1300,2612,684,709,875,0
310000,female,gradaute,married,31,0,0,24480,0,0,1635,0,24480,0,0,1635,3008,0
150000,male,undergraduate,married,43,122084,126042,128706,131333,133974,136907,5000,3700,3719,3756,4031,3914,0
50000,female,diploma,married,41,48403,49448,50125,9717,9549,9840,2550,2227,339,500,600,500,0
140000,female,gradaute,married,33,0,840,0,0,0,0,840,0,0,0,0,0,0
230000,female,gradaute,married,42,6087,16041,29977,5608,0,0,16050,29989,5608,0,0,0,0
280000,male,undergraduate,single,30,204773,188704,185257,188344,179764,167051,8038,6000,5083,5000,5036,5000,0
20000,female,undergraduate,single,25,16654,12801,14155,19975,19975,0,2000,2000,7000,0,0,0,0
30000,female,undergraduate,single,34,23336,24642,25382,26351,25165,25536,1700,1440,1409,1048,927,932,0
500000,female,undergraduate,single,28,72620,873,8596,6418,6243,1984,873,8596,275,300,1984,27014,0
210000,female,diploma,married,38,2569,3920,2529,3087,2811,3204,3920,2529,3087,2811,3204,4173,0
220000,female,undergraduate,single,28,3700,0,0,0,0,0,0,0,0,0,0,0,1
20000,female,diploma,other,27,17973,20482,19693,11932,1280,0,2800,0,239,3380,0,0,0
360000,female,gradaute,single,38,254900,259974,268459,271691,277226,283210,9300,14200,9200,10000,10403,11900,0
100000,male,diploma,married,51,54530,37295,96251,36221,36424,37791,55000,100044,2000,2000,2000,3000,0
40000,female,other,married,48,36581,37896,40262,40370,39970,39970,1926,3292,1400,0,0,0,0
100000,male,diploma,married,40,12878,7702,2377,0,0,0,2000,2377,40000,0,0,0,0
140000,female,undergraduate,single,27,515,0,0,0,0,0,0,0,0,0,0,0,0
40000,male,undergraduate,married,25,37540,38611,39508,38674,38410,37661,1976,1873,1300,2824,0,2000,0
170000,male,undergraduate,married,35,17920,19229,18642,19743,19422,3644,1900,0,2000,0,500,500,0
270000,female,undergraduate,married,32,276339,264141,270573,275560,243792,251098,11000,12000,11000,8700,11077,34000,0
80000,female,undergraduate,single,25,57994,17695,7987,2622,2449,-331,3327,44,2629,2457,0,0,0
500000,female,undergraduate,married,27,11354,9983,13570,10000,10000,10000,9983,13587,10000,10000,10000,25304,0
150000,male,gradaute,single,25,52952,95134,31578,26089,16624,5107,60086,2000,2000,5000,6000,9000,0
700000,male,undergraduate,married,50,3528,2018,2131,5746,733,2913,2024,2131,5750,733,2917,2131,0
360000,female,gradaute,married,31,9315,58319,48179,14702,20444,30833,58617,48426,14775,20559,30954,14905,0
60000,female,undergraduate,single,24,60425,57786,55272,55925,57063,48228,28,2500,2000,2030,2100,3500,1
140000,male,diploma,married,33,140795,93199,64487,53220,50051,45859,3609,2039,3014,2514,1656,1005,0
50000,female,undergraduate,single,22,50583,50974,51688,50024,29381,28957,2300,3000,0,800,808,1200,0
20000,male,diploma,single,40,12649,15526,16383,15831,15438,17371,3103,1408,0,0,2346,0,0
50000,male,diploma,single,46,390,170,780,390,780,40418,170,1000,0,780,40418,3170,0
250000,male,undergraduate,single,26,115497,114716,117212,112623,110178,108176,3835,4068,3859,3597,3822,3825,0
370000,female,diploma,married,34,104114,233130,222640,184330,169078,167940,210000,9413,7900,6000,6000,7000,0
220000,female,undergraduate,single,28,43436,46883,44179,44704,44997,45199,5012,2500,2000,2000,3000,3000,0
100000,male,gradaute,single,32,83845,87580,84140,86400,87275,89082,4500,3300,3881,2500,2519,2700,0
60000,male,diploma,single,26,56387,57648,59521,58637,38490,38492,2200,2805,1764,1356,1500,1523,0
50000,male,undergraduate,single,28,45769,47213,48162,48576,43700,44853,2500,2000,1523,200,2000,3388,0
70000,female,undergraduate,single,26,71862,73594,71851,68539,49027,48969,3500,0,3100,1900,2000,1865,1
50000,female,undergraduate,single,23,51002,50974,50021,49353,30439,29890,1983,2456,3288,1230,1085,1252,1
150000,female,undergraduate,single,26,9189,4359,4880,0,0,2250,2000,4880,0,0,2250,0,0
210000,male,diploma,married,47,6460,3623,10325,8751,11920,8967,3623,10362,8751,11920,8967,7416,1
200000,male,gradaute,single,24,9167,200,198,18154,13677,2018,200,198,18156,0,1150,0,0
30000,female,undergraduate,married,35,11359,27657,26745,27345,25300,0,27657,0,1000,0,0,0,0
530000,female,gradaute,single,39,439330,407763,364298,345867,346676,352736,17045,14089,11962,11763,12557,12496,0
20000,female,undergraduate,single,25,18519,20195,19638,17198,14253,18475,2000,1376,1121,460,6000,624,0
50000,female,undergraduate,single,23,34448,35545,36620,40767,41495,42377,1975,1950,5100,1700,1700,700,0
120000,male,undergraduate,single,34,856,856,856,856,856,856,856,856,856,856,856,2664,0
320000,female,undergraduate,married,29,34818,22718,9398,10222,13791,13498,1690,1500,1000,3628,1041,1006,0
130000,female,undergraduate,single,27,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,female,undergraduate,married,49,28788,31315,30529,33562,34557,35600,3315,0,3562,1557,1600,3175,0
20000,male,undergraduate,married,52,15768,16792,18105,18157,18538,19200,1285,1598,650,674,971,580,0
500000,female,undergraduate,single,39,17749,22130,42532,-118,67910,54976,10106,42744,0,68445,42,1232,0
160000,female,undergraduate,married,58,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
230000,female,gradaute,single,36,1545,306,8389,7465,6549,576,306,8389,9,0,0,342,0
240000,female,diploma,married,44,24469,11511,4670,17480,5489,7740,11511,4670,17480,0,7740,6788,0
30000,female,undergraduate,single,23,18497,21016,22178,21529,23863,22357,3153,1800,0,3000,0,4255,0
500000,female,gradaute,single,29,14217,33651,33134,34571,36003,37416,20000,18000,20000,20000,20007,20007,0
200000,female,undergraduate,married,44,2667,2478,6406,6216,5258,7002,0,4000,14,2000,2000,2000,1
400000,female,undergraduate,single,44,4988,2986,96868,33745,5143,1601,3003,97353,33913,5168,1611,0,0
30000,male,diploma,single,34,24367,28682,27922,28632,29075,30891,4723,0,1173,1056,2300,0,1
20000,male,undergraduate,married,40,20498,19692,20498,19898,19906,18586,0,1600,0,398,0,0,1
260000,female,gradaute,single,33,6475,2500,500,210,210,-90,2500,500,210,0,0,0,0
280000,male,gradaute,single,36,198,1979,500,55176,5950,289,1979,500,55176,5950,289,6757,0
150000,female,gradaute,single,25,129911,140013,137279,143848,146986,149805,12200,1000,10400,5600,5400,5000,1
230000,female,diploma,married,30,134272,238601,135099,133431,53103,49586,107000,3826,5000,5000,2000,3000,0
200000,female,undergraduate,single,30,185070,182566,178604,181878,182444,185250,7022,6501,6500,6504,7008,8009,0
40000,female,undergraduate,married,53,4621,6527,7776,7502,7651,7811,2150,1500,0,274,283,436,1
230000,female,other,married,42,390,390,390,390,240,930,390,390,390,240,1080,0,0
70000,female,undergraduate,single,33,67967,66276,71307,71977,70306,71161,0,6124,2500,0,5300,2600,0
